,subject,relation,object,subject_type,object_type
386,unidentified goons,thrashed,people,NOUN_CHUNK,NOUN_CHUNK
387,pedestrians,recorded,chilling incident,NOUN_CHUNK,NOUN_CHUNK
388,sheer audacity,show,lack,NOUN_CHUNK,NOUN_CHUNK
389,10 masked men,reported on,Giriraj Sharma,NOUN_CHUNK,PERSON
390,Sanganer Sadar police,filed,FIR,NOUN_CHUNK,NOUN_CHUNK
391,.Police have,arrested,person,CARDINAL,NOUN_CHUNK
392,Bengal,has,lot,GPE,NOUN_CHUNK
393,state government,demanded,compensation,NOUN_CHUNK,NOUN_CHUNK
394,government,taking,easy way,NOUN_CHUNK,NOUN_CHUNK
395,the Goa State Infrastructure Development Corporation,had,share,ORG,NOUN_CHUNK
396,former Delhi MLA Ramvir Singh Bidhuri,mobile,community,PERSON,NOUN_CHUNK
397,Gujjar leaders,reached,agreement,NOUN_CHUNK,NOUN_CHUNK
398,Cabbies,stuck to,decision,NOUN_CHUNK,NOUN_CHUNK
399,extra - ordinary spike,put,private bus trade,NOUN_CHUNK,NOUN_CHUNK
400,price,breached,Rs-80 barrier,NOUN_CHUNK,NOUN_CHUNK
401,police,interrogated,duo,NOUN_CHUNK,NOUN_CHUNK
402,Panjab University,considering,5 % fee hike,ORG,NOUN_CHUNK
403,police,identified,victim,NOUN_CHUNK,NOUN_CHUNK
404,public,assaulted by,women,NOUN_CHUNK,NOUN_CHUNK
405,police,identified,six,NOUN_CHUNK,CARDINAL
406,Andhra Pradesh Andhra Pradesh,triggered,widespread mob frenzy,ORG,NOUN_CHUNK
407,men,snatched,cash,NOUN_CHUNK,NOUN_CHUNK
408,Two of its riders,asked,direction,CARDINAL,NOUN_CHUNK
409,incident,investigated,place,NOUN_CHUNK,NOUN_CHUNK
410,senior cabinet colleagues,watching,developments,NOUN_CHUNK,NOUN_CHUNK
411,Police,followed,steps,NOUN_CHUNK,NOUN_CHUNK
412,Peixoto,told,TOI,PERSON,PERSON
413,consultant,survey,land use,NOUN_CHUNK,NOUN_CHUNK
414,machines,’s,cash,NOUN_CHUNK,NOUN_CHUNK
415,India,has,18 ATMs,GPE,NOUN_CHUNK
416,India,has,fewer ATMs,GPE,NOUN_CHUNK
417,India,has,18 ATMs,GPE,NOUN_CHUNK
418,ATMs,installed,increase,NOUN_CHUNK,NOUN_CHUNK
419,SBI,has,largest ATM network,ORG,NOUN_CHUNK
420,Pastor K Koshi,supported,archbishop,PERSON,NOUN_CHUNK
421,Pastor K Koshi,supported,archbishop,PERSON,NOUN_CHUNK
422,total,attended,orthopaedic surgery camp,NOUN_CHUNK,NOUN_CHUNK
423,Onkar Singh Pahwa,inaugurated,orthopaedic surgery camp,PERSON,NOUN_CHUNK
424,common man,held,facilities,NOUN_CHUNK,NOUN_CHUNK
425,Dr Santosh Mathangi,helped,children,PERSON,NOUN_CHUNK
426,Dr Noel Singh,carry out,spine surgeries,PERSON,NOUN_CHUNK
427,visitors,overcharged,smart service,NOUN_CHUNK,NOUN_CHUNK
428,police,registered,separate cases,NOUN_CHUNK,NOUN_CHUNK
429,Dehlon police,registered,case,NOUN_CHUNK,NOUN_CHUNK
430,police,filed on,case,NOUN_CHUNK,NOUN_CHUNK
431,couple,duped,resident,NOUN_CHUNK,NOUN_CHUNK
432,Rajveer Singh,gave,Rs 9.50 lakh,PERSON,NOUN_CHUNK
433,couple,cheated,couple,NOUN_CHUNK,NOUN_CHUNK
434,20-day training camp,improve,stamina,NOUN_CHUNK,NOUN_CHUNK
435,family,lodged,complaint,NOUN_CHUNK,NOUN_CHUNK
436,cops,lodged,fresh FIR,NOUN_CHUNK,NOUN_CHUNK
437,Salem Tabri police,arrested,Rupinder Singh,NOUN_CHUNK,PERSON
438,Goa Institute of Management (,introduced,time year residential postgraduate diploma,ORG,NOUN_CHUNK
439,Students,spend,significant,NOUN_CHUNK,NOUN_CHUNK
440,The KMC,clear,air,ORG,NOUN_CHUNK
441,father,started,chicken farm,NOUN_CHUNK,NOUN_CHUNK
442,wholesale chicken dealer Kausar Ali Dhali,had,major distribution network,PERSON,NOUN_CHUNK
443,Questioning,led,cops,NOUN_CHUNK,NOUN_CHUNK
444,RWA federation,reiterated,long pending demand,NOUN_CHUNK,NOUN_CHUNK
445,RWA federation,raised,said demand,NOUN_CHUNK,NOUN_CHUNK
446,cost,seen,sharp hike,NOUN_CHUNK,NOUN_CHUNK
447,The GDA,pay,5%,ORG,PERCENT
448,the EPE,enters,Ghaziabad,ORG,GPE
449,the EPE,enters,Gautam Budh Nagar,ORG,PERSON
450,Rajiv,owns,tyre retreading outlet,ORG,NOUN_CHUNK
451,incident,took,place,NOUN_CHUNK,NOUN_CHUNK
452,police,registered,FIR,NOUN_CHUNK,NOUN_CHUNK
453,Anju Devi,accused,maid Shivani,PERSON,PERSON
454,police,named,unidentified men,NOUN_CHUNK,NOUN_CHUNK
455,persons,shot,RajivRajiv,NOUN_CHUNK,ORG
456,Akash Tomar,told,TOI,PERSON,PERSON
457,teams,conducted,inspections,NOUN_CHUNK,NOUN_CHUNK
458,team,conducted,inspection,NOUN_CHUNK,NOUN_CHUNK
459,ADM Vineet,ordered,closure,PERSON,NOUN_CHUNK
460,police team,analysed,feedback,NOUN_CHUNK,NOUN_CHUNK
461,diesel price hike,taken,toll,NOUN_CHUNK,NOUN_CHUNK
462,KSRTC,has,additional burden,PERSON,NOUN_CHUNK
463,SRTUs,require,"1,539 kilolitres",NOUN_CHUNK,NOUN_CHUNK
464,Cab drivers,facing,brunt,NOUN_CHUNK,NOUN_CHUNK
465,Narayani Guest House owner,shot,government official Shail Bala,NOUN_CHUNK,PERSON
466,government official Shail Bala,suspended,officials,PERSON,NOUN_CHUNK
467,The Cabinet,discussed,inquiry report,ORG,NOUN_CHUNK
468,constables Sanjeev,face,disciplinary action,PERSON,NOUN_CHUNK
469,FASTag users,raised,complaints,NOUN_CHUNK,NOUN_CHUNK
470,The Bruhat Bengaluru Mahanagara Palike,taken,precautions,ORG,NOUN_CHUNK
471,AQI,reported,the second highest AQI,ORG,ORG
472,Ghaziabad,reported,AQI,GPE,ORG
473,HSPCB officials,held,forest fires,NOUN_CHUNK,NOUN_CHUNK
474,Thursday,expected early in the morning,slight rise,DATE,NOUN_CHUNK
475,Rajesh alias Pinchu,given,slip,PERSON,NOUN_CHUNK
476,Rajesh,used,car,PERSON,NOUN_CHUNK
477,Ireland,get,Test debut,GPE,NOUN_CHUNK
478,circumstances,required,knock,NOUN_CHUNK,NOUN_CHUNK
479,The Irishman,has,regret,NORP,NOUN_CHUNK
480,football,agenda,priority,NOUN_CHUNK,NOUN_CHUNK
481,Kevin century,shifted,focus,NOUN_CHUNK,NOUN_CHUNK
482,students,conducted by,problems,NOUN_CHUNK,NOUN_CHUNK
483,problems,included,power cuts,NOUN_CHUNK,NOUN_CHUNK
484,Manoj Parida,inspected,work,PERSON,NOUN_CHUNK
485,check post,has,counters,NOUN_CHUNK,NOUN_CHUNK
486,The HRTC,sent,HRTC electric buses,ORG,NOUN_CHUNK
487,.Hundreds of tourists are,thronging,bus stand,CARDINAL,NOUN_CHUNK
488,Haryana health department,issued,advisory,NOUN_CHUNK,NOUN_CHUNK
489,CHANDIGARH court,extended,police remand,NOUN_CHUNK,NOUN_CHUNK
490,Chandigarh court,submitted before,role,NOUN_CHUNK,NOUN_CHUNK
491,Bathinda police,booked,unknown person,NOUN_CHUNK,NOUN_CHUNK
492,sudden death,created,Nipah virus scare,NOUN_CHUNK,NOUN_CHUNK
493,M P Singh,issued,suspension orders,PERSON,NOUN_CHUNK
494,CHANDIGARH court,extended,police remand,NOUN_CHUNK,NOUN_CHUNK
495,Chandigarh court,submitted before,role,NOUN_CHUNK,NOUN_CHUNK
496,government,passed,law,NOUN_CHUNK,NOUN_CHUNK
497,Sikhs,fighting,battle,NORP,NOUN_CHUNK
498,Punjab medical education research department,grants,essentiality certificate,NOUN_CHUNK,NOUN_CHUNK
499,medical college,has,600-bedded hospital,NOUN_CHUNK,NOUN_CHUNK
500,Faculty members,intensified,Faculty members,NOUN_CHUNK,NOUN_CHUNK
501,Rakesh,took,girl,PERSON,NOUN_CHUNK
502,registrar general,told,Justice S Bopanna request,NOUN_CHUNK,NOUN_CHUNK
503,Sharma,sent,objectionable message,PERSON,NOUN_CHUNK
504,company secretary,forwarded,objectionable message,NOUN_CHUNK,NOUN_CHUNK
505,the education department,forward,UT education department inquiry report,ORG,NOUN_CHUNK
506,police,registered,a DDR,NOUN_CHUNK,ORG
507,UT education secretary BL Sharma,inaugurated,event,PERSON,NOUN_CHUNK
508,students,prepared in,designer items,NOUN_CHUNK,NOUN_CHUNK
509,students,created,beautiful hand painted suits,NOUN_CHUNK,NOUN_CHUNK
510,Students,put up,stalls,NOUN_CHUNK,NOUN_CHUNK
511,Rajasthan Royals,shot,Rajasthan Royals,ORG,ORG
512,RTO Shaji KM,led,special drive,FAC,NOUN_CHUNK
513,unwanted grass,reported in,fire,NOUN_CHUNK,NOUN_CHUNK
514,fire,engulfed,ground floor,NOUN_CHUNK,NOUN_CHUNK
515,No.3 Chowk,had,obstacles,ORG,NOUN_CHUNK
516,Alto car,caused to,fire,NOUN_CHUNK,NOUN_CHUNK
517,unwanted grass,reported in,fire,NOUN_CHUNK,NOUN_CHUNK
518,minor fire,controlled within,damage,NOUN_CHUNK,NOUN_CHUNK
519,employees associations,rejected,2 % wage revision,NOUN_CHUNK,NOUN_CHUNK
520,employees,stage,dharna,NOUN_CHUNK,NOUN_CHUNK
521,IBA,offered,2 % hike,ORG,NOUN_CHUNK
522,IBA,restricted,negotiations,ORG,NOUN_CHUNK
523,sectors,have,water supply,NOUN_CHUNK,NOUN_CHUNK
524,Road,receive,usual quantity,NOUN_CHUNK,NOUN_CHUNK
525,shortage,raised,issue,NOUN_CHUNK,NOUN_CHUNK
526,Gurugram Metropolitan Development Authority official,told,TOI,NOUN_CHUNK,ORG
527,sectors,get,water,NOUN_CHUNK,NOUN_CHUNK
528,Air India,assaulted by,Air India Kozhikode Mumbai service,ORG,NOUN_CHUNK
529,Kerala chief minister Pinarayi Vijayan,visit,home,PERSON,NOUN_CHUNK
530,the CPM,respect,democracy,ORG,NOUN_CHUNK
531,people,threw out,the CPM,NOUN_CHUNK,ORG
532,patients,need,immediate hospitalisation,NOUN_CHUNK,NOUN_CHUNK
533,Dr Edmond Fernandes,rubbished,home remedies,PERSON,NOUN_CHUNK
534,previous outbreaks,saw,fatality rate,NOUN_CHUNK,NOUN_CHUNK
535,shares,have,little value,NOUN_CHUNK,NOUN_CHUNK
536,department,demolished,FIR,NOUN_CHUNK,NOUN_CHUNK
537,majority,have,water connections,NOUN_CHUNK,NOUN_CHUNK
538,Police,arrested,persons,NOUN_CHUNK,NOUN_CHUNK
539,PM Modi,accepts,Virat Kohli fitness challenge,PERSON,NOUN_CHUNK
540,Virat Kohli,missed,day matches,PERSON,NOUN_CHUNK
541,India,play,three ODIs,GPE,PRODUCT
542,UT health department,moved,The Supreme Court,NOUN_CHUNK,ORG
543,the Sector-32 Government Medical College and Hospital,125 seats from,50 MBBS students,ORG,NOUN_CHUNK
544,college,followed,institutional quota rule,NOUN_CHUNK,NOUN_CHUNK
545,UT health department,moved,The Supreme Court,NOUN_CHUNK,ORG
546,the Sector-32 Government Medical College and Hospital,125 seats from,50 MBBS students,ORG,NOUN_CHUNK
547,college,followed,institutional quota rule,NOUN_CHUNK,NOUN_CHUNK
548,University Institute of Pharmaceutical Sciences,reduced,fee,ORG,NOUN_CHUNK
549,department,has,maximum number,NOUN_CHUNK,NOUN_CHUNK
550,UIPS,got,status,ORG,NOUN_CHUNK
551,UIPS,has,100 % placement record,ORG,NOUN_CHUNK
552,Centre,are,proposal,NOUN_CHUNK,NOUN_CHUNK
553,students,shows,improvement,NOUN_CHUNK,NOUN_CHUNK
554,.Teachers,blamed,poor results,NOUN_CHUNK,NOUN_CHUNK
555,guest,paid,advance,NOUN_CHUNK,NOUN_CHUNK
556,V V George,acknowledged,drop,NOUN_CHUNK,NOUN_CHUNK
557,The tourism department,circulating,health advisory,ORG,NOUN_CHUNK
558,The third year,witness,launch,DATE,NOUN_CHUNK
559,order,said,younger kids,NOUN_CHUNK,NOUN_CHUNK
560,government,keeps,changing rules,NOUN_CHUNK,NOUN_CHUNK
561,primary job,has,advantages,NOUN_CHUNK,NOUN_CHUNK
562,primary job,has,advantages,NOUN_CHUNK,NOUN_CHUNK
563,students,advised,clarity,NOUN_CHUNK,NOUN_CHUNK
564,Kerala CM office,asked,Khan,NOUN_CHUNK,PERSON
565,Kerala CM office,asked,Khan,NOUN_CHUNK,PERSON
566,Kerala CM office,asked,Khan,NOUN_CHUNK,PERSON
567,police,identified,six,NOUN_CHUNK,CARDINAL
568,doctors,rushed to,Kaluram,NOUN_CHUNK,PERSON
569,LDF government,evaluated,LDF government second anniversary,NOUN_CHUNK,NOUN_CHUNK
570,chief minister,oversees,the home department and law,NOUN_CHUNK,ORG
571,lacklustre behaviour,hit,progress,NOUN_CHUNK,NOUN_CHUNK
572,film producer,dragged to,Sara Sultan,NOUN_CHUNK,PERSON
573,court,posted,matter,NOUN_CHUNK,NOUN_CHUNK
574,Kolkata Knight Riders head coach Jacques Kallis,expressed,Kolkata Knight Riders head coach Jacques Kallis happiness,PERSON,NOUN_CHUNK
575,Kallis,showered,praise,PERSON,NOUN_CHUNK
576,Seer,regrets,HDK remarks,NOUN_CHUNK,NOUN_CHUNK
577,police,took,unbiased strict actions,NOUN_CHUNK,NOUN_CHUNK
578,chief minister,cited,cyclone Ockhi relief,NOUN_CHUNK,NOUN_CHUNK
579,flight,developed,technical snag,NOUN_CHUNK,NOUN_CHUNK
580,government push,left,feeling,NOUN_CHUNK,NOUN_CHUNK
581,BJP,said,trust vote,ORG,NOUN_CHUNK
582,garments,include,painted,NOUN_CHUNK,NOUN_CHUNK
583,UT education secretary BL Sharma,inaugurated,event,PERSON,NOUN_CHUNK
584,students,prepared in,designer items,NOUN_CHUNK,NOUN_CHUNK
585,students,created,beautiful hand painted suits,NOUN_CHUNK,NOUN_CHUNK
586,Students,put up,stalls,NOUN_CHUNK,NOUN_CHUNK
587,UT vocational education students,found,jobs,NOUN_CHUNK,NOUN_CHUNK
588,Jacques Kallis,lauds,resiliency,PERSON,NOUN_CHUNK
589,KKR,got,better,ORG,NOUN_CHUNK
590,LANDS.The fair,features,foreign varieties,NOUN_CHUNK,NOUN_CHUNK
591,"2,500 people",visited,fair,NOUN_CHUNK,NOUN_CHUNK
592,pilot,followed,standard operating procedures,NOUN_CHUNK,NOUN_CHUNK
593,Aviation regulator Directorate General of Civil Aviation,investigating,case,ORG,NOUN_CHUNK
594,grandmother,suffered,severe injury,NOUN_CHUNK,NOUN_CHUNK
595,cries,informed,police,NOUN_CHUNK,NOUN_CHUNK
596,Doctors,sent,body,NOUN_CHUNK,NOUN_CHUNK
597,court,convicted,court,NOUN_CHUNK,NOUN_CHUNK
598,court,imposed,fine,NOUN_CHUNK,NOUN_CHUNK
599,Coach Kallis,lauds,Kolkata Knight Riders resilience,PERSON,NOUN_CHUNK
600,Pathan,got,ball,NORP,NOUN_CHUNK
601,district police chiefs,Arvind Kumar,written approval,NOUN_CHUNK,NOUN_CHUNK
602,Chandigarh Housing Board,allotted,land,ORG,NOUN_CHUNK
603,goods,have,E way bill,NOUN_CHUNK,NOUN_CHUNK
604,Different traders bodies,circulated,instructions,NOUN_CHUNK,NOUN_CHUNK
605,place,needs,complete sweeping operation,NOUN_CHUNK,NOUN_CHUNK
606,The months,coated,walls,DATE,NOUN_CHUNK
607,priests,travelled,a thousand miles,NOUN_CHUNK,QUANTITY
608,ritual,mark,wedding,NOUN_CHUNK,NOUN_CHUNK
609,Women,wear,saris,NOUN_CHUNK,NOUN_CHUNK
610,raging forest fires,gutted,"2,668 hectares",NOUN_CHUNK,QUANTITY
611,Data,pegged,losses,ORG,NOUN_CHUNK
612,forest area,recorded,total loss,NOUN_CHUNK,NOUN_CHUNK
613,Protesters,damaged,buses,NOUN_CHUNK,NOUN_CHUNK
614,policemen,moved,Stalin,NOUN_CHUNK,PERSON
615,hundreds of DMK supporters also,blocked,RBI subway,CARDINAL,NOUN_CHUNK
616,DMK MLA K N Nehru,held,meeting,PERSON,NOUN_CHUNK
617,Protesters,damaged,buses,NOUN_CHUNK,NOUN_CHUNK
618,policemen,moved,Stalin,NOUN_CHUNK,PERSON
619,hundreds of DMK supporters also,blocked,RBI subway,CARDINAL,NOUN_CHUNK
620,DMK MLA K N Nehru,held,meeting,PERSON,NOUN_CHUNK
621,The forest department,filed,chargesheet,ORG,NOUN_CHUNK
622,incident,was,place,NOUN_CHUNK,NOUN_CHUNK
623,Mango cultivators,have,reason,NOUN_CHUNK,NOUN_CHUNK
624,method,reduces,lifespan,NOUN_CHUNK,NOUN_CHUNK
625,Kolar centre,growing,Mallika,NOUN_CHUNK,PERSON
626,Police,ruled out,danger,NOUN_CHUNK,NOUN_CHUNK
627,Odisha government,issued,alert,NOUN_CHUNK,NOUN_CHUNK
628,rare virus,claimed,11 lives,NOUN_CHUNK,NOUN_CHUNK
629,The Assam Board of Secondary Education,declared,the SSC,ORG,ORG
630,students,qualified,SEBA SSLC Exam,NOUN_CHUNK,NOUN_CHUNK
631,AHM examination,check,results,NOUN_CHUNK,NOUN_CHUNK
632,3rd Div,Expelled,Fail Fully Absent Withheld Grand Total,NOUN_CHUNK,NOUN_CHUNK
633,Assam Board students,collect,Class 10th mark sheets,NOUN_CHUNK,NOUN_CHUNK
634,Assam Board,conducted,Assam Class 10th exam,ORG,NOUN_CHUNK
635,Assam Board,declared,Class 10th result,ORG,NOUN_CHUNK
636,Odisha Chief Minister Naveen Patnaik,appointed,Mohanty,PERSON,GPE
637,daughter,withdrawn,charges,NOUN_CHUNK,NOUN_CHUNK
638,Dr Archana Shrivastava,told,TOI,PERSON,PERSON
639,new model,double,Dehradun Municipal Corporation revenues,NOUN_CHUNK,NOUN_CHUNK
640,DMC,earns,10 12 lakh,ORG,NOUN_CHUNK
641,Biju Patnaik University of Technology,published,results,ORG,NOUN_CHUNK
642,Footballers,express,Footballers,NOUN_CHUNK,NOUN_CHUNK
643,Uttarakhand government,submitted,Uttarakhand government schedule,NOUN_CHUNK,NOUN_CHUNK
644,Uttarakhand government,issued,final notification,NOUN_CHUNK,NOUN_CHUNK
645,single bench,cancelled,final notification,NOUN_CHUNK,NOUN_CHUNK
646,People,suffering,ailments,NOUN_CHUNK,NOUN_CHUNK
647,Mandya farmers,express,solidarity,NOUN_CHUNK,NOUN_CHUNK
648,protest,disrupted,traffic,NOUN_CHUNK,NOUN_CHUNK
649,Pourakarmikas,took out,mock funeral march,GPE,NOUN_CHUNK
650,Uttarakhand Congress members,stage,protest,NOUN_CHUNK,NOUN_CHUNK
651,MLA Adesh Chauhan,met,CM,PERSON,NOUN_CHUNK
652,mercury,touched,46.6 degrees,NOUN_CHUNK,QUANTITY
653,30-share BSE Sensex,gained,90 points,ORG,NOUN_CHUNK
654,index,extended,index lead,NOUN_CHUNK,NOUN_CHUNK
655,The Central Board of Secondary Education,released,the National Eligibility cum Entrance Test,ORG,LAW
656,CBSE,conducted,NEET,ORG,NOUN_CHUNK
657,India relationship,enjoys,bipartisan support,NOUN_CHUNK,NOUN_CHUNK
658,minute equalizers,placed,their at fifth,NOUN_CHUNK,ORDINAL
659,government,played,proactive role?.We,NOUN_CHUNK,NOUN_CHUNK
660,government,called,protesters,NOUN_CHUNK,NOUN_CHUNK
661,power,cut,immediate effect,NOUN_CHUNK,NOUN_CHUNK
662,government,played,proactive role?.We,NOUN_CHUNK,NOUN_CHUNK
663,government,called,protesters,NOUN_CHUNK,NOUN_CHUNK
664,power,cut,immediate effect,NOUN_CHUNK,NOUN_CHUNK
665,Karan Johar's,reveals,plans,PERSON,NOUN_CHUNK
666,Step,divide,hair,NOUN_CHUNK,NOUN_CHUNK
667,Brazil,steal,glory,GPE,NOUN_CHUNK
668,.District court Kunda,accepted,plea,ORG,NOUN_CHUNK
669,Yeddyurappa,shared on,Karnataka assembly,PERSON,NOUN_CHUNK
670,this Kalyan Krishna,lacks,imagination,PERSON,NOUN_CHUNK
671,The Meghalaya Board of School Education,announced,results,ORG,NOUN_CHUNK
672,436/500).The Meghalaya Board of School Education,announced,results,ORG,NOUN_CHUNK
673,state government,given,bank guarantee,NOUN_CHUNK,NOUN_CHUNK
674,women athletes,worn,blazer,NOUN_CHUNK,NOUN_CHUNK
675,women athletes,complained in,saree,NOUN_CHUNK,NOUN_CHUNK
676,Raheen,alias,Kudu,PERSON,PERSON
677,Palloor police,arrested,people,NOUN_CHUNK,NOUN_CHUNK
678,Rajeev Singhal,comprises,managing director,PERSON,NOUN_CHUNK
679,Bhushan Steel,owes,"44,478 crore",ORG,MONEY
680,Municipal councillors,discussed,array,NOUN_CHUNK,NOUN_CHUNK
681,Senior deputy mayor Gurpreet Singh Dhillon,raised,questions,PERSON,NOUN_CHUNK
682,enforcement wing,generated,revenue,NOUN_CHUNK,NOUN_CHUNK
683,Councillors,discussed,issue,NOUN_CHUNK,NOUN_CHUNK
684,The Supreme Court,issued,orders,ORG,NOUN_CHUNK
685,Tripura chief minister Biplab Kumar Deb,announced,compensation,PERSON,NOUN_CHUNK
686,LDF governance,alleged,political motives,NOUN_CHUNK,NOUN_CHUNK
687,Sreejith mother,conveyed,Sreejith mother,NOUN_CHUNK,NOUN_CHUNK
688,Col (Retd) S K Chauhan,gave,Col (Retd) S K Chauhan,PERSON,PERSON
689,government,holds,81 percent stake,NOUN_CHUNK,NOUN_CHUNK
690,people,committed,suicide,NOUN_CHUNK,NOUN_CHUNK
691,city,recorded,suicide cases,NOUN_CHUNK,NOUN_CHUNK
692,Aditya,pulls,Zoya,ORG,PERSON
693,The National Highways Authority of India,begun,collection,ORG,NOUN_CHUNK
694,- sports events,draw,ad dollars,NOUN_CHUNK,NOUN_CHUNK
695,units,make,use,NOUN_CHUNK,NOUN_CHUNK
696,spokesman,told,The Globe and Mail Mail,NOUN_CHUNK,ORG
697,12 people,suffered,spokesman,NOUN_CHUNK,NOUN_CHUNK
698,parties,fled,scene,NOUN_CHUNK,NOUN_CHUNK
699,parties,fled,scene,NOUN_CHUNK,NOUN_CHUNK
700,Indian consulate,opened,helpline,NOUN_CHUNK,NOUN_CHUNK
701,The Consulate General of India,opened,helpline,ORG,NOUN_CHUNK
702,post,received,"1,600 likes",NOUN_CHUNK,NOUN_CHUNK
703,the state project directorate,submitted,vision document,ORG,NOUN_CHUNK
704,state project directorate,submitted,plans,NOUN_CHUNK,NOUN_CHUNK
705,absence,obliterated,state possibilities,NOUN_CHUNK,NOUN_CHUNK
706,higher education plan,staked,claim,NOUN_CHUNK,NOUN_CHUNK
707,Police teams,visiting,houses,NOUN_CHUNK,NOUN_CHUNK
708,police teams,visited,selected areas,NOUN_CHUNK,NOUN_CHUNK
709,police,highlighted,guidelines,NOUN_CHUNK,NOUN_CHUNK
710,Kartik,reaches,Mumbai,PERSON,GPE
711,The Goenkas,get,invite,PERSON,NOUN_CHUNK
712,Manish,asks,Manish,PERSON,PERSON
713,principal,welcomes,Kartik,NOUN_CHUNK,PERSON
714,Researchers,examined,data,NOUN_CHUNK,NOUN_CHUNK
715,researchers,found,difference,NOUN_CHUNK,NOUN_CHUNK
716,bench,passed,order,NOUN_CHUNK,NOUN_CHUNK
717,Mulayam son,sought,years time,NOUN_CHUNK,NOUN_CHUNK
718,Tewari,hospitalized in,brain stroke,PERSON,NOUN_CHUNK
719,The Tewaris,run,a foundation-Pandit Narayan Dutt Tewari Sarvajan Vikas Foundation,ORG,ORG
720,accused,stalked,minor girl,NOUN_CHUNK,NOUN_CHUNK
721,Prime Minister Narendra Modi,raised after,JAIPUR,PERSON,GPE
722,developers,challenged,notices,NOUN_CHUNK,NOUN_CHUNK
723,district collector,initiated,process,NOUN_CHUNK,NOUN_CHUNK
724,20 states,taken up,skill competitions,NOUN_CHUNK,NOUN_CHUNK
725,Bhavya,tells,Rudra Bhavya,ORG,PERSON
726,even Dadi,told,Rudra,PERSON,PERSON
727,Gauri,asks,Rudra,ORG,ORG
728,DMK women's wing chief Kanimozhi,leading,protest,PERSON,NOUN_CHUNK
729,DMK & Congress workers,stage,protest,NOUN_CHUNK,NOUN_CHUNK
730,Peoples,own,object,NOUN_CHUNK,NOUN_CHUNK
731,Researchers,convened,focus groups,NOUN_CHUNK,NOUN_CHUNK
732,scores,carrying out,campaigning,NOUN_CHUNK,NOUN_CHUNK
733,BJP bigwigs,visiting,constituency,NOUN_CHUNK,NOUN_CHUNK
734,SP-RLD candidate Naemul Hasan,conducting,campaigning,PERSON,NOUN_CHUNK
735,Teacher,locked up,boy,NOUN_CHUNK,NOUN_CHUNK
736,Pakistan,take,action and target BSF BoP,GPE,ORG
737,Ghaznavi,awed,audience,ORG,NOUN_CHUNK
738,Ghaznavi,awed,audience,ORG,NOUN_CHUNK
739,Suspended IAS officer Nirmala Meena,moved,bail application,PERSON,NOUN_CHUNK
740,the Special Court,sent,Suspended IAS officer Nirmala Meena,ORG,PERSON
741,Shia Waqf Board chief Waseem Rizvi,launched,official website,PERSON,NOUN_CHUNK
742,Police,recovered,chilli powder,NOUN_CHUNK,NOUN_CHUNK
743,farmer Jang Singh,withdrawn,Rs 3 lakh,PERSON,FAC
744,Police,recovered,Rs 3 lakh,NOUN_CHUNK,NOUN_CHUNK
745,Police,registered against,crimes,ORG,NOUN_CHUNK
746,Raman,warns,Pihu,ORG,ORG
747,Pihu,gets,bad dream,ORG,NOUN_CHUNK
748,THIRUVANANTHAPURAM,witnessed,moderate rainfall,ORG,NOUN_CHUNK
749,meteorological department,issued,warning,NOUN_CHUNK,NOUN_CHUNK
750,Over 50%,sustained,cuts,PERCENT,NOUN_CHUNK
751,small number,reported,harassment,NOUN_CHUNK,NOUN_CHUNK
752,officials,identified,accused,NOUN_CHUNK,NOUN_CHUNK
753,Rajasekharan,heading,Hindu Aikyavedi,LAW,PERSON
754,Congress leaders M M Jacob,occupied,gubernatorial roles,PERSON,NOUN_CHUNK
755,event,saw,good number,NOUN_CHUNK,NOUN_CHUNK
756,Angry workers,pushed,national spokesman,NOUN_CHUNK,NOUN_CHUNK
757,Bonkode resident Saurabh Chaudhari,playing,cricket,PERSON,NOUN_CHUNK
758,Bonkode resident Saurabh Chaudhari,playing,cricket,PERSON,NOUN_CHUNK
759,Samajwadi Party corporator Rais Shaikh,supported,Asif Zakaria,PERSON,PERSON
760,student chargesheet,kept,pending,NOUN_CHUNK,NOUN_CHUNK
761,Saki Naka police,seized,phones,NOUN_CHUNK,NOUN_CHUNK
762,publishers,utilized,learning material,NOUN_CHUNK,NOUN_CHUNK
763,Balbharati,hold,copyright,ORG,NOUN_CHUNK
764,international publishers Oxford University Press,withdrew,suit,ORG,NOUN_CHUNK
765,policy,exempted,businesses,NOUN_CHUNK,NOUN_CHUNK
766,Kherwadi police,rescued,horses,NOUN_CHUNK,NOUN_CHUNK
767,Videocon group,got,"Rs 3,240-crore loan",NOUN_CHUNK,NOUN_CHUNK
768,MbPT,owns,"2,300 acres",ORG,QUANTITY
769,doctors,found,injury marks,NOUN_CHUNK,NOUN_CHUNK
770,seven year old boy parents,filed,missing person complaint,NOUN_CHUNK,NOUN_CHUNK
771,protesting workers,raised,objection,NOUN_CHUNK,NOUN_CHUNK
772,city,witnessed,protests,NOUN_CHUNK,NOUN_CHUNK
773,Advocates,staged,demonstration,NOUN_CHUNK,NOUN_CHUNK
774,The Government Higher Secondary School for Blind Girls,had,fresh admission,ORG,NOUN_CHUNK
775,students,get,practice,NOUN_CHUNK,NOUN_CHUNK
